Id,experiencia_profissional_prejudicada,Não acredito que minha experiência profissional seja afetada,Experiencia prejudicada devido a minha Cor Raça Etnia,Experiencia prejudicada devido a minha identidade de gênero,Experiencia prejudicada devido ao fato de ser PCD,aspectos_prejudicados,Quantidade de oportunidades de emprego/vagas recebidas,Senioridade das vagas recebidas em relação à sua experiência,Aprovação em processos seletivos/entrevistas,Oportunidades de progressão de carreira,Velocidade de progressão de carreira,Nível de cobrança no trabalho/Stress no trabalho,Atenção dada diante das minhas opiniões e ideias
61l0nbb9nqkcfypnz62vf61l0nbbevzw,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha identidade de gênero",0.0,0.0,1.0,0.0,Oportunidades de progressão de carreira,0.0,0.0,0.0,1.0,0.0,0.0,0.0
61rrpmwmqjzexpjr17461rr3fkbjj9a4,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha identidade de gênero",0.0,0.0,1.0,0.0,Quantidade de oportunidades de emprego/vagas recebidas,1.0,0.0,0.0,0.0,0.0,0.0,0.0
62svif65av8s7o4b62svc95gjf7hia1x,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha identidade de gênero",0.0,0.0,1.0,0.0,"Nível de cobrança no trabalho / Stress no trabalho, Oportunidades de progressão de carreira, Atenção dada pelas pessoas diante das minhas opiniões e ideias",0.0,0.0,0.0,1.0,0.0,1.0,1.0
651lbrqvvlqi1fvsv15651lbjvlb9j3s,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha identidade de gênero",0.0,0.0,1.0,0.0,"Quantidade de oportunidades de emprego/vagas recebidas, Aprovação em processos seletivos/entrevistas, Velocidade de progressão de carreira, Atenção dada pelas pessoas diante das minhas opiniões e ideias",1.0,0.0,1.0,0.0,1.0,0.0,1.0
67mewymtr7z2mbqdk67mewy3nien49ik,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha Cor/Raça/Etnia, Sim, acredito que a minha a experiência profissional seja afetada devido a minha identidade de gênero",0.0,1.0,1.0,0.0,"Quantidade de oportunidades de emprego/vagas recebidas, Oportunidades de progressão de carreira, Velocidade de progressão de carreira, Atenção dada pelas pessoas diante das minhas opiniões e ideias",1.0,0.0,0.0,1.0,1.0,0.0,1.0
69u3tut1fbgljjbqdjmb9h69u3tut7ji,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha identidade de gênero",0.0,0.0,1.0,0.0,"Senioridade das vagas recebidas em relação à sua experiência, Aprovação em processos seletivos/entrevistas, Quantidade de oportunidades de emprego/vagas recebidas",1.0,1.0,1.0,0.0,0.0,0.0,0.0
6aua822oz2ozlbpjry6aua82c4j4kw7j,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha identidade de gênero",0.0,0.0,1.0,0.0,"Senioridade das vagas recebidas em relação à sua experiência, Quantidade de oportunidades de emprego/vagas recebidas, Oportunidades de progressão de carreira, Nível de cobrança no trabalho / Stress no trabalho",1.0,1.0,0.0,1.0,0.0,1.0,0.0
6ayzw5rkky7jqkjcl6ay0unqh63skj61,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha identidade de gênero",0.0,0.0,1.0,0.0,"Quantidade de oportunidades de emprego/vagas recebidas, Aprovação em processos seletivos/entrevistas, Oportunidades de progressão de carreira, Velocidade de progressão de carreira, Nível de cobrança no trabalho / Stress no trabalho, Atenção dada pelas pessoas diante das minhas opiniões e ideias, Relação com outros membros da empresa, em momentos de trabalho, Relação com outros membros da empresa, em momentos de integração e outros momentos fora do trabalho",1.0,0.0,1.0,1.0,1.0,1.0,1.0
6b7gxqo1vngb4knzasuxq6b7gxqo1h3x,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha Cor/Raça/Etnia",0.0,1.0,0.0,0.0,"Oportunidades de progressão de carreira, Aprovação em processos seletivos/entrevistas",0.0,0.0,1.0,1.0,0.0,0.0,0.0
6bghp769a13nklg8q6bghpbh7ab1rvts,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha identidade de gênero",0.0,0.0,1.0,0.0,"Quantidade de oportunidades de emprego/vagas recebidas, Nível de cobrança no trabalho / Stress no trabalho",1.0,0.0,0.0,0.0,0.0,1.0,0.0
6bk5z3o6tllwkoavcwg26bk5z3r1xz13,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha Cor/Raça/Etnia",0.0,1.0,0.0,0.0,Quantidade de oportunidades de emprego/vagas recebidas,1.0,0.0,0.0,0.0,0.0,0.0,0.0
6dns2dg4lfbzlauv86dn4za8ik9n816t,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha Cor/Raça/Etnia, Sim, acredito que a minha a experiência profissional seja afetada devido a minha identidade de gênero",0.0,1.0,1.0,0.0,"Quantidade de oportunidades de emprego/vagas recebidas, Senioridade das vagas recebidas em relação à sua experiência, Oportunidades de progressão de carreira, Nível de cobrança no trabalho / Stress no trabalho, Atenção dada pelas pessoas diante das minhas opiniões e ideias",1.0,1.0,0.0,1.0,0.0,1.0,1.0
6ern8l86vvxxf6w7v6ern87bbqetvv1b,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha identidade de gênero",0.0,0.0,1.0,0.0,Velocidade de progressão de carreira,0.0,0.0,0.0,0.0,1.0,0.0,0.0
6gyo55tnyp24k6e26gvimqpf43u6fsgt,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha Cor/Raça/Etnia",0.0,1.0,0.0,0.0,Quantidade de oportunidades de emprego/vagas recebidas,1.0,0.0,0.0,0.0,0.0,0.0,0.0
6h28jyacaqv9sr96l6h28jmz0jbqd8ny,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha identidade de gênero",0.0,0.0,1.0,0.0,"Senioridade das vagas recebidas em relação à sua experiência, Aprovação em processos seletivos/entrevistas, Oportunidades de progressão de carreira",0.0,1.0,1.0,1.0,0.0,0.0,0.0
6hbnw9ml7hg6u1ldbhnjb46hbnw9mlgy,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha identidade de gênero, Sim, acredito que minha experiência profissional seja afetada devido ao fato de ser PCD",0.0,0.0,1.0,1.0,"Quantidade de oportunidades de emprego/vagas recebidas, Aprovação em processos seletivos/entrevistas, Oportunidades de progressão de carreira, Nível de cobrança no trabalho / Stress no trabalho",1.0,0.0,1.0,1.0,0.0,1.0,0.0
6i1j3q637pi7fmjy6i1j3qhgtzms0wjc,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha Cor/Raça/Etnia",0.0,1.0,0.0,0.0,"Quantidade de oportunidades de emprego/vagas recebidas, Aprovação em processos seletivos/entrevistas, Oportunidades de progressão de carreira, Velocidade de progressão de carreira",1.0,0.0,1.0,1.0,1.0,0.0,0.0
6i7x2x22nr6ima2ouhc6i7x2x6omh2po,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha identidade de gênero",0.0,0.0,1.0,0.0,"Quantidade de oportunidades de emprego/vagas recebidas, Aprovação em processos seletivos/entrevistas, Atenção dada pelas pessoas diante das minhas opiniões e ideias",1.0,0.0,1.0,0.0,0.0,0.0,1.0
6ilzmt2ncra2l7hc07x6ilzput24hukv,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha identidade de gênero, Sim, acredito que a minha a experiência profissional seja afetada devido a minha Cor/Raça/Etnia",0.0,1.0,1.0,0.0,"Aprovação em processos seletivos/entrevistas, Oportunidades de progressão de carreira, Quantidade de oportunidades de emprego/vagas recebidas, Velocidade de progressão de carreira, Atenção dada pelas pessoas diante das minhas opiniões e ideias",1.0,0.0,1.0,1.0,1.0,0.0,1.0
6j58w5bubbsilbti68nk02fy6j58wvbl,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha identidade de gênero, Sim, acredito que a minha a experiência profissional seja afetada devido a minha Cor/Raça/Etnia",0.0,1.0,1.0,0.0,"Senioridade das vagas recebidas em relação à sua experiência, Velocidade de progressão de carreira, Atenção dada pelas pessoas diante das minhas opiniões e ideias",0.0,1.0,0.0,0.0,1.0,0.0,1.0
6jhf226effl0xtw6jhf23nixj5htt3v8,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha Cor/Raça/Etnia",0.0,1.0,0.0,0.0,Aprovação em processos seletivos/entrevistas,0.0,0.0,1.0,0.0,0.0,0.0,0.0
6mtl22z6jfxx70w6mtlnqy2j607vlzj8,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha identidade de gênero",0.0,0.0,1.0,0.0,"Quantidade de oportunidades de emprego/vagas recebidas, Senioridade das vagas recebidas em relação à sua experiência, Aprovação em processos seletivos/entrevistas, Oportunidades de progressão de carreira, Velocidade de progressão de carreira, Nível de cobrança no trabalho / Stress no trabalho, Atenção dada pelas pessoas diante das minhas opiniões e ideias, Relação com outros membros da empresa, em momentos de integração e outros momentos fora do trabalho, Relação com outros membros da empresa, em momentos de trabalho",1.0,1.0,1.0,1.0,1.0,1.0,1.0
6p165s17avierbg91n86p16pfdvyoei0,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha identidade de gênero",0.0,0.0,1.0,0.0,"Quantidade de oportunidades de emprego/vagas recebidas, Senioridade das vagas recebidas em relação à sua experiência, Aprovação em processos seletivos/entrevistas, Velocidade de progressão de carreira, Atenção dada pelas pessoas diante das minhas opiniões e ideias",1.0,1.0,1.0,0.0,1.0,0.0,1.0
6pvc9ra1tty3fwwe6pvc9rrsqnz51yws,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha Cor/Raça/Etnia",0.0,1.0,0.0,0.0,"Oportunidades de progressão de carreira, Senioridade das vagas recebidas em relação à sua experiência, Velocidade de progressão de carreira, Quantidade de oportunidades de emprego/vagas recebidas",1.0,1.0,0.0,1.0,1.0,0.0,0.0
6utd08ogvo2nq7s6utd083420gcykh5j,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha identidade de gênero",0.0,0.0,1.0,0.0,"Senioridade das vagas recebidas em relação à sua experiência, Velocidade de progressão de carreira, Atenção dada pelas pessoas diante das minhas opiniões e ideias, Relação com outros membros da empresa, em momentos de trabalho",0.0,1.0,0.0,0.0,1.0,0.0,1.0
6xootynowwwm0c6xo9yc6maglqseapxy,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha Cor/Raça/Etnia",0.0,1.0,0.0,0.0,"Quantidade de oportunidades de emprego/vagas recebidas, Atenção dada pelas pessoas diante das minhas opiniões e ideias",1.0,0.0,0.0,0.0,0.0,0.0,1.0
6yanzfehay6rvdtbl6h8mr6yanqaibqw,"Sim, acredito que minha experiência profissional seja afetada devido ao fato de ser PCD",0.0,0.0,0.0,1.0,Oportunidades de progressão de carreira,0.0,0.0,0.0,1.0,0.0,0.0,0.0
70b87gvy74kodk2kiopzqz0a70b87gse,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha Cor/Raça/Etnia",0.0,1.0,0.0,0.0,"Aprovação em processos seletivos/entrevistas, Oportunidades de progressão de carreira, Velocidade de progressão de carreira, Atenção dada pelas pessoas diante das minhas opiniões e ideias",0.0,0.0,1.0,1.0,1.0,0.0,1.0
70e5jnez1hihyhrevi70e5jnenr4iduk,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha identidade de gênero",0.0,0.0,1.0,0.0,Atenção dada pelas pessoas diante das minhas opiniões e ideias,0.0,0.0,0.0,0.0,0.0,0.0,1.0
717awn534xl21pi4dpg717awn5ma2vf0,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha Cor/Raça/Etnia, Sim, acredito que minha experiência profissional seja afetada devido ao fato de ser PCD",0.0,1.0,0.0,1.0,"Aprovação em processos seletivos/entrevistas, Quantidade de oportunidades de emprego/vagas recebidas",1.0,0.0,1.0,0.0,0.0,0.0,0.0
718vekkm9lwd8b7kuhjni6kpb718vekk,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha identidade de gênero",0.0,0.0,1.0,0.0,Atenção dada pelas pessoas diante das minhas opiniões e ideias,0.0,0.0,0.0,0.0,0.0,0.0,1.0
71kyufup2jtafiz1i71kyuao1dzty935,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha Cor/Raça/Etnia",0.0,1.0,0.0,0.0,"Quantidade de oportunidades de emprego/vagas recebidas, Aprovação em processos seletivos/entrevistas, Oportunidades de progressão de carreira",1.0,0.0,1.0,1.0,0.0,0.0,0.0
724kl4qqf04ds4sbv724k17pl0oajv6k,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha Cor/Raça/Etnia, Sim, acredito que a minha a experiência profissional seja afetada devido a minha identidade de gênero",0.0,1.0,1.0,0.0,"Velocidade de progressão de carreira, Oportunidades de progressão de carreira, Nível de cobrança no trabalho / Stress no trabalho, Atenção dada pelas pessoas diante das minhas opiniões e ideias",0.0,0.0,0.0,1.0,1.0,1.0,1.0
72vh1mup244pp72vtkzkw5uk9dh99shs,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha Cor/Raça/Etnia",0.0,1.0,0.0,0.0,"Quantidade de oportunidades de emprego/vagas recebidas, Aprovação em processos seletivos/entrevistas, Oportunidades de progressão de carreira, Velocidade de progressão de carreira, Nível de cobrança no trabalho / Stress no trabalho",1.0,0.0,1.0,1.0,1.0,1.0,0.0
72zxspe33xqva0beok72zxs8p21hfjv5,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha identidade de gênero",0.0,0.0,1.0,0.0,"Senioridade das vagas recebidas em relação à sua experiência, Aprovação em processos seletivos/entrevistas",0.0,1.0,1.0,0.0,0.0,0.0,0.0
73qhbe45vy63qslo73qhs59bpbpyo4vu,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha identidade de gênero",0.0,0.0,1.0,0.0,"Oportunidades de progressão de carreira, Aprovação em processos seletivos/entrevistas, Senioridade das vagas recebidas em relação à sua experiência, Atenção dada pelas pessoas diante das minhas opiniões e ideias, Relação com outros membros da empresa, em momentos de integração e outros momentos fora do trabalho",0.0,1.0,1.0,1.0,0.0,0.0,1.0
76es5dyolzbhff5472h76es5dy4rk0ub,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha Cor/Raça/Etnia",0.0,1.0,0.0,0.0,"Senioridade das vagas recebidas em relação à sua experiência, Aprovação em processos seletivos/entrevistas, Oportunidades de progressão de carreira, Quantidade de oportunidades de emprego/vagas recebidas, Velocidade de progressão de carreira, Nível de cobrança no trabalho / Stress no trabalho, Atenção dada pelas pessoas diante das minhas opiniões e ideias",1.0,1.0,1.0,1.0,1.0,1.0,1.0
79gt4b263lf260x787dm379gt4b2ohxn,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha identidade de gênero",0.0,0.0,1.0,0.0,"Senioridade das vagas recebidas em relação à sua experiência, Oportunidades de progressão de carreira, Velocidade de progressão de carreira, Nível de cobrança no trabalho / Stress no trabalho, Atenção dada pelas pessoas diante das minhas opiniões e ideias, Relação com outros membros da empresa, em momentos de trabalho, Relação com outros membros da empresa, em momentos de integração e outros momentos fora do trabalho, Quantidade de oportunidades de emprego/vagas recebidas",1.0,1.0,0.0,1.0,1.0,1.0,1.0
79nftpto8yn0lybuu79nftx5uuziy5s6,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha identidade de gênero",0.0,0.0,1.0,0.0,"Quantidade de oportunidades de emprego/vagas recebidas, Senioridade das vagas recebidas em relação à sua experiência, Atenção dada pelas pessoas diante das minhas opiniões e ideias, Velocidade de progressão de carreira",1.0,1.0,0.0,0.0,1.0,0.0,1.0
7ajj17mod3m4ekq1vn77ajjytb9gvyyp,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha Cor/Raça/Etnia",0.0,1.0,0.0,0.0,"Aprovação em processos seletivos/entrevistas, Relação com outros membros da empresa, em momentos de trabalho, Atenção dada pelas pessoas diante das minhas opiniões e ideias",0.0,0.0,1.0,0.0,0.0,0.0,1.0
7eqc9ut5ds4i18qwez8x7eqc9qexru3n,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha Cor/Raça/Etnia",0.0,1.0,0.0,0.0,"Quantidade de oportunidades de emprego/vagas recebidas, Aprovação em processos seletivos/entrevistas",1.0,0.0,1.0,0.0,0.0,0.0,0.0
7esgcbtlcmd8kcdqji7esgcbrq0w48gg,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha Cor/Raça/Etnia",0.0,1.0,0.0,0.0,"Aprovação em processos seletivos/entrevistas, Atenção dada pelas pessoas diante das minhas opiniões e ideias, Relação com outros membros da empresa, em momentos de integração e outros momentos fora do trabalho, Quantidade de oportunidades de emprego/vagas recebidas",1.0,0.0,1.0,0.0,0.0,0.0,1.0
7fvxmtol4mipwg02qfx7fvxp8q1041ve,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha Cor/Raça/Etnia, Sim, acredito que a minha a experiência profissional seja afetada devido a minha identidade de gênero",0.0,1.0,1.0,0.0,"Quantidade de oportunidades de emprego/vagas recebidas, Senioridade das vagas recebidas em relação à sua experiência, Oportunidades de progressão de carreira",1.0,1.0,0.0,1.0,0.0,0.0,0.0
7fx61vzc548szeopmdi7fx6k1awwmd2u,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha identidade de gênero",0.0,0.0,1.0,0.0,"Relação com outros membros da empresa, em momentos de integração e outros momentos fora do trabalho",0.0,0.0,0.0,0.0,0.0,0.0,0.0
7g7sm94xiknudo42dh7g7sovondl88vp,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha Cor/Raça/Etnia",0.0,1.0,0.0,0.0,"Quantidade de oportunidades de emprego/vagas recebidas, Atenção dada pelas pessoas diante das minhas opiniões e ideias, Nível de cobrança no trabalho / Stress no trabalho, Relação com outros membros da empresa, em momentos de trabalho",1.0,0.0,0.0,0.0,0.0,1.0,1.0
7jnlne3xk9mibt61dq7jnln4s7brg9dn,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha identidade de gênero",0.0,0.0,1.0,0.0,"Senioridade das vagas recebidas em relação à sua experiência, Nível de cobrança no trabalho / Stress no trabalho, Atenção dada pelas pessoas diante das minhas opiniões e ideias, Relação com outros membros da empresa, em momentos de trabalho, Relação com outros membros da empresa, em momentos de integração e outros momentos fora do trabalho",0.0,1.0,0.0,0.0,0.0,1.0,1.0
7jp0wzpjdj04b781zt0a7jp0wzxrbpnj,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha identidade de gênero",0.0,0.0,1.0,0.0,"Quantidade de oportunidades de emprego/vagas recebidas, Aprovação em processos seletivos/entrevistas, Velocidade de progressão de carreira, Atenção dada pelas pessoas diante das minhas opiniões e ideias, Relação com outros membros da empresa, em momentos de trabalho",1.0,0.0,1.0,0.0,1.0,0.0,1.0
7k5jzlezrk6myp6xtv87k5jzlg2zpfwl,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha Cor/Raça/Etnia",0.0,1.0,0.0,0.0,"Atenção dada pelas pessoas diante das minhas opiniões e ideias, Aprovação em processos seletivos/entrevistas",0.0,0.0,1.0,0.0,0.0,0.0,1.0
7kavtdwzv1i6eu4fmft7kavtftceu4g2,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha identidade de gênero",0.0,0.0,1.0,0.0,"Senioridade das vagas recebidas em relação à sua experiência, Oportunidades de progressão de carreira, Aprovação em processos seletivos/entrevistas, Velocidade de progressão de carreira, Relação com outros membros da empresa, em momentos de trabalho, Relação com outros membros da empresa, em momentos de integração e outros momentos fora do trabalho",0.0,1.0,1.0,1.0,1.0,0.0,0.0
7kxr0j19ajhvh6gjx7kxr057q5134el9,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha identidade de gênero",0.0,0.0,1.0,0.0,"Senioridade das vagas recebidas em relação à sua experiência, Atenção dada pelas pessoas diante das minhas opiniões e ideias, Relação com outros membros da empresa, em momentos de trabalho, Relação com outros membros da empresa, em momentos de integração e outros momentos fora do trabalho",0.0,1.0,0.0,0.0,0.0,0.0,1.0
7okntv0ue50f6lc47okntwecfjgqthi9,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha Cor/Raça/Etnia",0.0,1.0,0.0,0.0,"Quantidade de oportunidades de emprego/vagas recebidas, Aprovação em processos seletivos/entrevistas",1.0,0.0,1.0,0.0,0.0,0.0,0.0
7r9xq4kre9d0mi8xnrj7r9xq435drbrc,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha identidade de gênero",0.0,0.0,1.0,0.0,Nível de cobrança no trabalho / Stress no trabalho,0.0,0.0,0.0,0.0,0.0,1.0,0.0
7tcy3z7lblduzszctq7tcy3ii3oi6ocg,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha identidade de gênero",0.0,0.0,1.0,0.0,"Quantidade de oportunidades de emprego/vagas recebidas, Senioridade das vagas recebidas em relação à sua experiência, Aprovação em processos seletivos/entrevistas, Oportunidades de progressão de carreira, Velocidade de progressão de carreira, Nível de cobrança no trabalho / Stress no trabalho, Atenção dada pelas pessoas diante das minhas opiniões e ideias, Relação com outros membros da empresa, em momentos de trabalho, Relação com outros membros da empresa, em momentos de integração e outros momentos fora do trabalho",1.0,1.0,1.0,1.0,1.0,1.0,1.0
7u9yh2zuuekc0b96plocf7u9yh23mfq7,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha Cor/Raça/Etnia",0.0,1.0,0.0,0.0,"Relação com outros membros da empresa, em momentos de trabalho, Quantidade de oportunidades de emprego/vagas recebidas, Senioridade das vagas recebidas em relação à sua experiência, Oportunidades de progressão de carreira, Velocidade de progressão de carreira",1.0,1.0,0.0,1.0,1.0,0.0,0.0
7ul07ijf4bfpvlnm7ul0a2r9ju3xg29h,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha identidade de gênero",0.0,0.0,1.0,0.0,"Senioridade das vagas recebidas em relação à sua experiência, Oportunidades de progressão de carreira, Velocidade de progressão de carreira, Atenção dada pelas pessoas diante das minhas opiniões e ideias, Relação com outros membros da empresa, em momentos de trabalho, Relação com outros membros da empresa, em momentos de integração e outros momentos fora do trabalho",0.0,1.0,0.0,1.0,1.0,0.0,1.0
7w246fgd5svtzu8s7w2468alncanjap7,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha Cor/Raça/Etnia",0.0,1.0,0.0,0.0,"Senioridade das vagas recebidas em relação à sua experiência, Oportunidades de progressão de carreira, Velocidade de progressão de carreira, Nível de cobrança no trabalho / Stress no trabalho, Atenção dada pelas pessoas diante das minhas opiniões e ideias",0.0,1.0,0.0,1.0,1.0,1.0,1.0
7wih0e8oa2wb0eakpeyge67wih0ecwk2,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha identidade de gênero",0.0,0.0,1.0,0.0,Senioridade das vagas recebidas em relação à sua experiência,0.0,1.0,0.0,0.0,0.0,0.0,0.0
80bcoj15cnbmduc5jdi80bcojtcfolak,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha Cor/Raça/Etnia",0.0,1.0,0.0,0.0,"Quantidade de oportunidades de emprego/vagas recebidas, Aprovação em processos seletivos/entrevistas, Atenção dada pelas pessoas diante das minhas opiniões e ideias, Relação com outros membros da empresa, em momentos de trabalho",1.0,0.0,1.0,0.0,0.0,0.0,1.0
82dm6qgzxrws2mnt0ow82dm65if5rduy,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha Cor/Raça/Etnia",0.0,1.0,0.0,0.0,"Senioridade das vagas recebidas em relação à sua experiência, Velocidade de progressão de carreira, Nível de cobrança no trabalho / Stress no trabalho, Atenção dada pelas pessoas diante das minhas opiniões e ideias, Relação com outros membros da empresa, em momentos de trabalho, Relação com outros membros da empresa, em momentos de integração e outros momentos fora do trabalho, Quantidade de oportunidades de emprego/vagas recebidas",1.0,1.0,0.0,0.0,1.0,1.0,1.0
831oyv7ia6viiyu831oyoc0sd08ncaq3,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha identidade de gênero",0.0,0.0,1.0,0.0,"Oportunidades de progressão de carreira, Relação com outros membros da empresa, em momentos de trabalho",0.0,0.0,0.0,1.0,0.0,0.0,0.0
83669yvj0kipme2yleq053ad5r83669y,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha Cor/Raça/Etnia, Sim, acredito que a minha a experiência profissional seja afetada devido a minha identidade de gênero",0.0,1.0,1.0,0.0,"Atenção dada pelas pessoas diante das minhas opiniões e ideias, Nível de cobrança no trabalho / Stress no trabalho",0.0,0.0,0.0,0.0,0.0,1.0,1.0
867xw5igla3p5zlmb867x1lb9j72r1lu,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha identidade de gênero",0.0,0.0,1.0,0.0,"Oportunidades de progressão de carreira, Velocidade de progressão de carreira, Atenção dada pelas pessoas diante das minhas opiniões e ideias",0.0,0.0,0.0,1.0,1.0,0.0,1.0
86tl63j7v6x4qj86tl6nnfdi4w2xscns,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha Cor/Raça/Etnia",0.0,1.0,0.0,0.0,"Aprovação em processos seletivos/entrevistas, Atenção dada pelas pessoas diante das minhas opiniões e ideias",0.0,0.0,1.0,0.0,0.0,0.0,1.0
86yhgd6qrx6f1sdumkuy86yhgdqucok9,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha Cor/Raça/Etnia",0.0,1.0,0.0,0.0,"Relação com outros membros da empresa, em momentos de integração e outros momentos fora do trabalho, Velocidade de progressão de carreira",0.0,0.0,0.0,0.0,1.0,0.0,0.0
87respj7qfuzeq6h03y87resrifyxiau,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha identidade de gênero, Sim, acredito que a minha a experiência profissional seja afetada devido a minha Cor/Raça/Etnia",0.0,1.0,1.0,0.0,"Aprovação em processos seletivos/entrevistas, Oportunidades de progressão de carreira, Velocidade de progressão de carreira, Nível de cobrança no trabalho / Stress no trabalho, Atenção dada pelas pessoas diante das minhas opiniões e ideias, Relação com outros membros da empresa, em momentos de trabalho, Relação com outros membros da empresa, em momentos de integração e outros momentos fora do trabalho",0.0,0.0,1.0,1.0,1.0,1.0,1.0
88b8ramuthtn5bqm58uk88b8ryck5uyu,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha Cor/Raça/Etnia, Sim, acredito que a minha a experiência profissional seja afetada devido a minha identidade de gênero",0.0,1.0,1.0,0.0,"Oportunidades de progressão de carreira, Velocidade de progressão de carreira, Nível de cobrança no trabalho / Stress no trabalho, Relação com outros membros da empresa, em momentos de trabalho, Relação com outros membros da empresa, em momentos de integração e outros momentos fora do trabalho",0.0,0.0,0.0,1.0,1.0,1.0,0.0
88jd45jp564iilxa488jdm6o2uglmoui,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha Cor/Raça/Etnia",0.0,1.0,0.0,0.0,"Senioridade das vagas recebidas em relação à sua experiência, Velocidade de progressão de carreira, Quantidade de oportunidades de emprego/vagas recebidas, Oportunidades de progressão de carreira, Aprovação em processos seletivos/entrevistas",1.0,1.0,1.0,1.0,1.0,0.0,0.0
8cdesxsmhi182ittq8cde2k188lp4vn6,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha Cor/Raça/Etnia",0.0,1.0,0.0,0.0,"Quantidade de oportunidades de emprego/vagas recebidas, Velocidade de progressão de carreira, Oportunidades de progressão de carreira, Senioridade das vagas recebidas em relação à sua experiência",1.0,1.0,0.0,1.0,1.0,0.0,0.0
8e6lwh20u01yeuq8qj8e6lwcnx4h9v1k,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha identidade de gênero, Sim, acredito que a minha a experiência profissional seja afetada devido a minha Cor/Raça/Etnia",0.0,1.0,1.0,0.0,"Quantidade de oportunidades de emprego/vagas recebidas, Senioridade das vagas recebidas em relação à sua experiência, Aprovação em processos seletivos/entrevistas, Oportunidades de progressão de carreira, Velocidade de progressão de carreira, Nível de cobrança no trabalho / Stress no trabalho, Atenção dada pelas pessoas diante das minhas opiniões e ideias, Relação com outros membros da empresa, em momentos de trabalho, Relação com outros membros da empresa, em momentos de integração e outros momentos fora do trabalho",1.0,1.0,1.0,1.0,1.0,1.0,1.0
